Time(sec)_full_semester,Overhead(sec),Time_per_night(sec),N_obs(full_semester),Starname,RAH,RAM,RAS,DECD,DECM,DECS,epoch,vmag=,Vmag,T_exp(sec),T_max(sec),Exp_meter_counts(k),decker,N_obs,Iodine,Priority,Program code,Telescope Propsoal Code,Comment,Include,Done,Cadence
Exposure time + overhead,120,,requested,,,,,,,,,,,,,,,per night,,,(for script),,,Y/N,,min separation
Formula,leave blank,Formula,,,,,,,,,,,,,,,,,,,,,,,,in days
8160,EXAMPLE,900,8,T003629,23,59,10.4,39,18,51,2000,vmag=,14.6,900,900,6,C2,1,in,p1,GB,N090,,N,done,
7140,EXAMPLE,900,7,T004201,06,01,53.9,-13,27,41,2000,vmag=,15.2,900,900,6,C2,1,in,p3,GB,N090,,N,done,
570,,450,1,Gaia_2426,00,36,11.7,-09,32,38,2000,vmag=,13.0,450,450,250,C2,1,out,p1,KB,C307,,Y,,nan
1020,,900,1,Gaia_2469,01,09,27.9,-10,34,47,2000,vmag=,15.5,900,900,250,C2,1,out,p1,KB,C307,,Y,,nan
570,,450,1,Gaia_4650,02,30,07.5,59,50,47,2000,vmag=,13.1,450,450,250,C2,1,out,p1,KB,C307,,Y,,nan
1020,,900,1,Gaia_4140,03,36,30.3,14,19,05,2000,vmag=,14.9,900,900,250,C2,1,out,p1,KB,C307,,Y,,nan
720,,600,1,Gaia_2200,03,51,55.2,36,13,32,2000,vmag=,13.9,600,600,250,C2,1,out,p1,KB,C307,,Y,,nan
2880,,600,4,Gaia_2076,05,21,56.6,43,59,22,2000,vmag=,12.2,600,600,250,C2,1,out,p1,KB,C307,,Y,,10
720,,600,1,Gaia_1028,08,24,36.9,52,54,27,2000,vmag=,13.6,600,600,250,C2,1,out,p1,KB,C307,,Y,,nan
720,,600,1,Gaia_8097,10,07,08.8,44,53,48,2000,vmag=,14.9,600,600,250,C2,1,out,p1,KB,C307,,Y,,nan
720,,600,1,Gaia_7471,10,07,21.5,34,08,24,2000,vmag=,14.0,600,600,250,C2,1,out,p1,KB,C307,,Y,,nan
